areaid,value,stationLatitude,stationLongitude
92,"37.58968735, 127.061409",37.58968735,127.061409
93,"37.59254074, 127.08673859",37.59254074,127.08673859
94,"37.59581375, 127.08283997",37.59581375,127.08283997
95,"37.59960556, 127.06864166",37.59960556,127.06864166
96,"37.60460281, 127.10925293",37.60460281,127.10925293
97,"37.62382889, 127.05020142",37.62382889,127.05020142
98,"37.61423111, 127.09676361",37.61423111,127.09676361
99,"37.61736679, 127.07521057",37.61736679,127.07521057
100,"37.6220932, 127.07442474",37.6220932,127.07442474
101,"37.63111115, 127.07015991",37.63111115,127.07015991
102,"37.64816284, 127.07898712",37.64816284,127.07898712
1,"37.44785309, 126.90288544",37.44785309,126.90288544
2,"37.55104446, 126.8184967",37.55104446,126.8184967
3,"37.48062897, 126.82181549",37.48062897,126.82181549
4,"37.56857681, 126.8247757",37.56857681,126.8247757
5,"37.55831146, 126.82652283",37.55831146,126.82652283
6,"37.46681976, 126.94880676",37.46681976,126.94880676
7,"37.4691391, 126.89720154",37.4691391,126.89720154
8,"37.47077942, 126.88515472",37.47077942,126.88515472
9,"37.5602417, 126.8358078",37.5602417,126.8358078
10,"37.47422028, 126.89412689",37.47422028,126.89412689
11,"37.48620987, 126.83882141",37.48620987,126.83882141
12,"37.48366547, 126.84161377",37.48366547,126.84161377
13,"37.47750854, 127.04517365",37.47750854,127.04517365
14,"37.50170517, 126.84728241",37.50170517,126.84728241
15,"37.52256012, 126.84947968",37.52256012,126.84947968
16,"37.48015976, 126.8863678",37.48015976,126.8863678
17,"37.51068115, 126.85739899",37.51068115,126.85739899
18,"37.55746078, 126.86145782",37.55746078,126.86145782
19,"37.50119019, 126.86353302",37.50119019,126.86353302
20,"37.49789047, 126.86450195",37.49789047,126.86450195
21,"37.48440933, 126.9289093",37.48440933,126.9289093
22,"37.52537155, 126.8709259",37.52537155,126.8709259
23,"37.5468483, 126.87277222",37.5468483,126.87277222
24,"37.48652649, 126.98916626",37.48652649,126.98916626
25,"37.48712921, 126.91301727",37.48712921,126.91301727
26,"37.48834991, 127.12078094",37.48834991,127.12078094
27,"37.48905182, 126.99252319",37.48905182,126.99252319
28,"37.57948685, 126.88739014",37.57948685,126.88739014
29,"37.49111176, 127.02295685",37.49111176,127.02295685
30,"37.49207687, 127.07197571",37.49207687,127.07197571
31,"37.49334335, 127.14472961",37.49334335,127.14472961
32,"37.49449921, 127.063797",37.49449921,127.063797
33,"37.49569321, 127.12385559",37.49569321,127.12385559
34,"37.49655151, 127.0542984",37.49655151,127.0542984
35,"37.49769974, 127.14620209",37.49769974,127.14620209
36,"37.49975586, 127.15250397",37.49975586,127.15250397
37,"37.56090927, 126.90549469",37.56090927,126.90549469
38,"37.50165176, 127.12818146",37.50165176,127.12818146
39,"37.50233841, 127.09644318",37.50233841,127.09644318
40,"37.51482391, 126.91188049",37.51482391,126.91188049
41,"37.50419998, 127.08753204",37.50419998,127.08753204
42,"37.55062866, 126.91498566",37.55062866,126.91498566
43,"37.5055809, 127.02427673",37.5055809,127.02427673
44,"37.50660706, 127.05467987",37.50660706,127.05467987
45,"37.50799942, 127.04524994",37.50799942,127.04524994
46,"37.50896835, 127.12583923",37.50896835,127.12583923
47,"37.51034927, 127.01605225",37.51034927,127.01605225
48,"37.51156998, 127.10107422",37.51156998,127.10107422
49,"37.51216888, 127.07893372",37.51216888,127.07893372
50,"37.60097504, 126.92695618",37.60097504,126.92695618
51,"37.51408768, 127.09902954",37.51408768,127.09902954
52,"37.51588821, 127.06620026",37.51588821,127.06620026
53,"37.51758957, 127.03502655",37.51758957,127.03502655
54,"37.51978683, 127.0567627",37.51978683,127.0567627
55,"37.52064133, 127.03450775",37.52064133,127.03450775
56,"37.52272415, 126.97277069",37.52272415,126.97277069
57,"37.52511597, 127.05246735",37.52511597,127.05246735
58,"37.52779388, 127.14764404",37.52779388,127.14764404
59,"37.53016663, 127.00743866",37.53016663,127.00743866
60,"37.53181076, 127.08074188",37.53181076,127.08074188
61,"37.53427887, 126.98856354",37.53427887,126.98856354
62,"37.55754852, 126.9593811",37.55754852,126.9593811
63,"37.53633118, 127.11618042",37.53633118,127.11618042
64,"37.53701019, 127.08224487",37.53701019,127.08224487
65,"37.53822708, 127.13174438",37.53822708,127.13174438
66,"37.5398941, 127.14103699",37.5398941,127.14103699
67,"37.54136276, 127.01766205",37.54136276,127.01766205
68,"37.54257965, 127.06330872",37.54257965,127.06330872
69,"37.54415894, 127.05665588",37.54415894,127.05665588
70,"37.54540634, 127.14267731",37.54540634,127.14267731
71,"37.54689789, 127.13466644",37.54689789,127.13466644
72,"37.54798889, 127.06950378",37.54798889,127.06950378
73,"37.5486412, 127.01642609",37.5486412,127.01642609
74,"37.55023575, 127.07382202",37.55023575,127.07382202
75,"37.57583618, 127.00069427",37.57583618,127.00069427
76,"37.55237198, 127.07353973",37.55237198,127.07353973
77,"37.57660675, 127.00556946",37.57660675,127.00556946
78,"37.56533051, 127.00784302",37.56533051,127.00784302
79,"37.55686188, 127.07913971",37.55686188,127.07913971
80,"37.55926895, 127.03839874",37.55926895,127.03839874
81,"37.57998657, 127.01506042",37.57998657,127.01506042
82,"37.59236526, 127.01628876",37.59236526,127.01628876
83,"37.61651611, 127.01837158",37.61651611,127.01837158
84,"37.60897827, 127.02024841",37.60897827,127.02024841
85,"37.60404587, 127.0226593",37.60404587,127.0226593
86,"37.60083008, 127.02355194",37.60083008,127.02355194
87,"37.62607956, 127.02648163",37.62607956,127.02648163
88,"37.66205215, 127.02875519",37.66205215,127.02875519
89,"37.57787704, 127.06168365",37.57787704,127.06168365
90,"37.65134811, 127.034729",37.65134811,127.034729
91,"37.60843277, 127.03632355",37.60843277,127.03632355
92,"37.63970184, 127.03883362",37.63970184,127.03883362
93,"37.6026268, 127.04163361",37.6026268,127.04163361
94,"37.66623306, 127.0433197",37.66623306,127.0433197
95,"37.60395813, 127.04534149",37.60395813,127.04534149
96,"37.65301514, 127.04699707",37.65301514,127.04699707
97,"37.64617157, 127.05056",37.64617157,127.05056
98,"37.62934875, 127.05482483",37.62934875,127.05482483
99,"37.66566086, 127.05729675",37.66566086,127.05729675
100,"37.64921188, 127.06176758",37.64921188,127.06176758
101,"37.64963913, 127.06560516",37.64963913,127.06560516
102,"37.64733505, 127.07642365",37.64733505,127.07642365
1,"37.57722092, 126.81219482",37.57722092,126.81219482
2,"37.56022644, 126.81906891",37.56022644,126.81906891
3,"37.45672607, 126.89306641",37.45672607,126.89306641
4,"37.46017075, 126.89604187",37.46017075,126.89604187
5,"37.5605011, 126.82665253",37.5605011,126.82665253
6,"37.53955078, 126.82830048",37.53955078,126.82830048
7,"37.56121445, 126.83031464",37.56121445,126.83031464
8,"37.57297516, 126.83244324",37.57297516,126.83244324
9,"37.47249985, 126.89795685",37.47249985,126.89795685
10,"37.52219009, 126.83670044",37.52219009,126.83670044
11,"37.5610199, 126.83887482",37.5610199,126.83887482
12,"37.47689056, 126.98057556",37.47689056,126.98057556
13,"37.50971222, 126.84416962",37.50971222,126.84416962
14,"37.47840881, 126.90737152",37.47840881,126.90737152
15,"37.47909164, 126.99067688",37.47909164,126.99067688
16,"37.54832077, 126.85340118",37.54832077,126.85340118
17,"37.48122025, 126.95157623",37.48122025,126.95157623
18,"37.48154831, 126.95200348",37.48154831,126.95200348
19,"37.53139877, 126.86360931",37.53139877,126.86360931
20,"37.48368835, 126.93915558",37.48368835,126.93915558
21,"37.52043915, 126.86840057",37.52043915,126.86840057
22,"37.49539948, 126.87100983",37.49539948,126.87100983
23,"37.55004883, 126.87316132",37.55004883,126.87316132
24,"37.53102875, 126.87589264",37.53102875,126.87589264
25,"37.50733185, 126.87973022",37.50733185,126.87973022
26,"37.51000977, 126.88204956",37.51000977,126.88204956
27,"37.58559036, 126.88472748",37.58559036,126.88472748
28,"37.58207703, 126.88766479",37.58207703,126.88766479
29,"37.4911232, 127.13510895",37.4911232,127.13510895
30,"37.49209976, 127.11775208",37.49209976,127.11775208
31,"37.49361801, 127.01418304",37.49361801,127.01418304
32,"37.49469757, 127.10464478",37.49469757,127.10464478
33,"37.49567032, 127.13059235",37.49567032,127.13059235
34,"37.49667358, 127.05342865",37.49667358,127.05342865
35,"37.49805069, 127.04460144",37.49805069,127.04460144
36,"37.50380325, 126.90341949",37.50380325,126.90341949
37,"37.55568695, 126.9055481",37.55568695,126.9055481
38,"37.50166702, 127.13774109",37.50166702,127.13774109
39,"37.50239563, 127.05879974",37.50239563,127.05879974
40,"37.50318146, 126.97608948",37.50318146,126.97608948
41,"37.50420761, 127.04896545",37.50420761,127.04896545
42,"37.50478745, 126.99992371",37.50478745,126.99992371
43,"37.5056076, 127.00215912",37.5056076,127.00215912
44,"37.63925934, 126.91890717",37.63925934,126.91890717
45,"37.50809097, 127.06310272",37.50809097,127.06310272
46,"37.50898361, 127.12659454",37.50898361,127.12659454
47,"37.51045227, 127.10640717",37.51045227,127.10640717
48,"37.51169586, 127.04934692",37.51169586,127.04934692
49,"37.51252747, 127.03583527",37.51252747,127.03583527
50,"37.5135231, 126.94352722",37.5135231,126.94352722
51,"37.51424026, 127.12306976",37.51424026,127.12306976
52,"37.51621246, 127.08434296",37.51621246,127.08434296
53,"37.51763535, 127.02245331",37.51763535,127.02245331
54,"37.51987839, 127.13671112",37.51987839,127.13671112
55,"37.52124023, 127.0318985",37.52124023,127.0318985
56,"37.55549622, 126.93634033",37.55549622,126.93634033
57,"37.52516937, 127.11715698",37.52516937,127.11715698
58,"37.52812195, 127.11952209",37.52812195,127.11952209
59,"37.53023529, 127.08683014",37.53023529,127.08683014
60,"37.53186035, 127.06719208",37.53186035,127.06719208
61,"37.5530014, 126.95668793",37.5530014,126.95668793
62,"37.57220459, 126.95974731",37.57220459,126.95974731
63,"37.53647232, 127.13715363",37.53647232,127.13715363
64,"37.53701401, 127.06109619",37.53701401,127.06109619
65,"37.53858185, 127.12280273",37.53858185,127.12280273
66,"37.54006195, 127.09449768",37.54006195,127.09449768
67,"37.54171753, 127.08016968",37.54171753,127.08016968
68,"37.54277802, 127.07537079",37.54277802,127.07537079
69,"37.54434967, 127.0654068",37.54434967,127.0654068
70,"37.54541779, 127.05264282",37.54541779,127.05264282
71,"37.54695892, 127.04766846",37.54695892,127.04766846
72,"37.54814911, 127.02108765",37.54814911,127.02108765
73,"37.54883575, 127.15617371",37.54883575,127.15617371
74,"37.55048752, 127.10895538",37.55048752,127.10895538
75,"37.55122375, 127.08970642",37.55122375,127.08970642
76,"37.57185364, 127.00235748",37.57185364,127.00235748
77,"37.55486298, 127.15372467",37.55486298,127.15372467
78,"37.55585861, 127.01385498",37.55585861,127.01385498
79,"37.59088135, 127.01170349",37.59088135,127.01170349
80,"37.64967346, 127.01345062",37.64967346,127.01345062
81,"37.56101227, 127.05423737",37.56101227,127.05423737
82,"37.56184387, 127.17084503",37.56184387,127.17084503
83,"37.56371689, 127.01842499",37.56371689,127.01842499
84,"37.56594086, 127.0453949",37.56594086,127.0453949
85,"37.56799698, 127.06877899",37.56799698,127.06877899
86,"37.57125473, 127.07980347",37.57125473,127.07980347
87,"37.57375336, 127.03853607",37.57375336,127.03853607
88,"37.57598495, 127.0796051",37.57598495,127.0796051
89,"37.63626099, 127.03217316",37.63626099,127.03217316
90,"37.58131027, 127.05534363",37.58131027,127.05534363
91,"37.58519745, 127.06095123",37.58519745,127.06095123
92,"37.58975983, 127.09323883",37.58975983,127.09323883
93,"37.593853, 127.07507324",37.593853,127.07507324
94,"37.66898346, 127.04376221",37.66898346,127.04376221
95,"37.60007095, 127.10233307",37.60007095,127.10233307
96,"37.60580826, 127.04773712",37.60580826,127.04773712
97,"37.61052322, 127.05979919",37.61052322,127.05979919
98,"37.61473846, 127.07636261",37.61473846,127.07636261
99,"37.61756134, 127.09030914",37.61756134,127.09030914
100,"37.62316513, 127.09049988",37.62316513,127.09049988
101,"37.63489914, 127.07767487",37.63489914,127.07767487
102,"37.64818954, 127.08048248",37.64818954,127.08048248
1,"37.58162308, 126.81265259",37.58162308,126.81265259
2,"37.56917953, 126.81944275",37.56917953,126.81944275
3,"37.48080826, 126.82190704",37.48080826,126.82190704
4,"37.55134964, 126.82493591",37.55134964,126.82493591
5,"37.55553818, 126.82675934",37.55553818,126.82675934
6,"37.57094193, 126.82831573",37.57094193,126.82831573
7,"37.49525833, 126.83065796",37.49525833,126.83065796
8,"37.4711647, 126.93701935",37.4711647,126.93701935
9,"37.56824112, 126.83583069",37.56824112,126.83583069
10,"37.56330109, 126.83682251",37.56330109,126.83682251
11,"37.48638535, 126.83921051",37.48638535,126.83921051
12,"37.57131958, 126.84166718",37.57131958,126.84166718
13,"37.55819702, 126.84426117",37.55819702,126.84426117
14,"37.49848175, 126.84750366",37.49848175,126.84750366
15,"37.55065918, 126.84976959",37.55065918,126.84976959
16,"37.48025131, 126.91460419",37.48025131,126.91460419
17,"37.55437851, 126.85753632",37.55437851,126.85753632
18,"37.54478836, 126.86199951",37.54478836,126.86199951
19,"37.55110931, 126.8637085",37.55110931,126.8637085
20,"37.55073166, 126.86457825",37.55073166,126.86457825
21,"37.48450851, 126.93006897",37.48450851,126.93006897
22,"37.49856949, 126.871521",37.49856949,126.871521
23,"37.48567963, 126.88670349",37.48567963,126.88670349
24,"37.52667999, 126.8761673",37.52667999,126.8761673
25,"37.48730087, 126.92870331",37.48730087,126.92870331
26,"37.50518036, 126.88253784",37.50518036,126.88253784
27,"37.52046585, 126.88481903",37.52046585,126.88481903
28,"37.48991776, 126.99208069",37.48991776,126.99208069
29,"37.49113083, 127.12580872",37.49113083,127.12580872
30,"37.49219894, 127.03945923",37.49219894,127.03945923
31,"37.49372864, 127.12062073",37.49372864,127.12062073
32,"37.49457169, 126.89974976",37.49457169,126.89974976
33,"37.55661011, 126.89801788",37.55661011,126.89801788
34,"37.49689484, 127.07013702",37.49689484,127.07013702
35,"37.4977951, 126.98706818",37.4977951,126.98706818
36,"37.5650444, 126.9036026",37.5650444,126.9036026
37,"37.50024796, 126.94972992",37.50024796,126.94972992
38,"37.52917099, 126.90757751",37.52917099,126.90757751
39,"37.50235748, 127.04319",37.50235748,127.04319
40,"37.53365707, 126.91216278",37.53365707,126.91216278
41,"37.57513809, 126.91394043",37.57513809,126.91394043
42,"37.5723877, 126.91510773",37.5723877,126.91510773
43,"37.50580215, 127.10971832",37.50580215,127.10971832
44,"37.52190781, 126.91895294",37.52190781,126.91895294
45,"37.50811005, 127.0394516",37.50811005,127.0394516
46,"37.50920105, 127.10411835",37.50920105,127.10411835
47,"37.51042938, 127.07137299",37.51042938,127.07137299
48,"37.64350891, 126.92410278",37.64350891,126.92410278
49,"37.63140869, 126.92540741",37.63140869,126.92540741
50,"37.56454086, 126.92707062",37.56454086,126.92707062
51,"37.51430893, 127.05970001",37.51430893,127.05970001
52,"37.51625824, 127.13059235",37.51625824,127.13059235
53,"37.51777267, 127.04302216",37.51777267,127.04302216
54,"37.60702515, 126.93331146",37.60702515,126.93331146
55,"37.52069473, 126.97097778",37.52069473,126.97097778
56,"37.52293015, 126.96169281",37.52293015,126.96169281
57,"37.52679443, 127.13005829",37.52679443,127.13005829
58,"37.52838135, 127.03901672",37.52838135,127.03901672
59,"37.56526947, 126.94624329",37.56526947,126.94624329
60,"37.53247833, 127.08509064",37.53247833,127.08509064
61,"37.53440857, 126.9868927",37.53440857,126.9868927
62,"37.53525925, 126.97505188",37.53525925,126.97505188
63,"37.53657532, 127.08258057",37.53657532,127.08258057
64,"37.53730774, 127.07035065",37.53730774,127.07035065
65,"37.53866577, 127.12424469",37.53866577,127.12424469
66,"37.54013824, 127.06928253",37.54013824,127.06928253
67,"37.54179382, 127.12474823",37.54179382,127.12474823
68,"37.54281616, 127.04208374",37.54281616,127.04208374
69,"37.54458237, 127.04460907",37.54458237,127.04460907
70,"37.54590988, 127.04460144",37.54590988,127.04460144
71,"37.54706955, 127.07427216",37.54706955,127.07427216
72,"37.54820251, 127.05711365",37.54820251,127.05711365
73,"37.54903412, 127.15605164",37.54903412,127.15605164
74,"37.55059814, 127.14545441",37.55059814,127.14545441
75,"37.57330704, 127.00070953",37.57330704,127.00070953
76,"37.57978439, 127.00253296",37.57978439,127.00253296
77,"37.55937576, 127.00602722",37.55937576,127.00602722
78,"37.61207199, 127.00813293",37.61207199,127.00813293
79,"37.55735016, 127.02921295",37.55735016,127.02921295
80,"37.55955887, 127.13087463",37.55955887,127.13087463
81,"37.57933426, 127.01508331",37.57933426,127.01508331
82,"37.5658493, 127.0164032",37.5658493,127.0164032
83,"37.56379318, 127.13283539",37.56379318,127.13283539
84,"37.62155151, 127.02037048",37.62155151,127.02037048
85,"37.57222366, 127.02270508",37.57222366,127.02270508
86,"37.57859039, 127.02384949",37.57859039,127.02384949
87,"37.57419968, 127.02649689",37.57419968,127.02649689
88,"37.58259201, 127.02897644",37.58259201,127.02897644
89,"37.57835007, 127.03338623",37.57835007,127.03338623
90,"37.65858841, 127.03520966",37.65858841,127.03520966
91,"37.61210251, 127.03659058",37.61210251,127.03659058
92,"37.60229111, 127.03897858",37.60229111,127.03897858
93,"37.6521225, 127.04170227",37.6521225,127.04170227
94,"37.59601974, 127.05982971",37.59601974,127.05982971
95,"37.68759155, 127.04550171",37.68759155,127.04550171
96,"37.62635422, 127.0474472",37.62635422,127.0474472
97,"37.65420151, 127.05072784",37.65420151,127.05072784
98,"37.61784363, 127.05500031",37.61784363,127.05500031
99,"37.65404892, 127.05732727",37.65404892,127.05732727
100,"37.64550781, 127.06325531",37.64550781,127.06325531
101,"37.66418839, 127.06600952",37.66418839,127.06600952
102,"37.64902115, 127.07640839",37.64902115,127.07640839
1,"37.55644989, 126.815979",37.55644989,126.815979
2,"37.45470047, 126.89105225",37.45470047,126.89105225
3,"37.45684052, 126.88834381",37.45684052,126.88834381
4,"37.460289, 126.89218903",37.460289,126.89218903
5,"37.46429825, 126.98852539",37.46429825,126.98852539
6,"37.46740341, 126.90814209",37.46740341,126.90814209
7,"37.46940613, 126.94451141",37.46940613,126.94451141
8,"37.51167297, 126.83274078",37.51167297,126.83274078
9,"37.47261047, 126.98300934",37.47261047,126.98300934
10,"37.55894852, 126.83717346",37.55894852,126.83717346
11,"37.47597885, 126.98628235",37.47597885,126.98628235
12,"37.4769516, 126.89186859",37.4769516,126.89186859
13,"37.50682068, 126.84429932",37.50682068,126.84429932
14,"37.47842789, 126.93186188",37.47842789,126.93186188
15,"37.4791069, 126.98150635",37.4791069,126.98150635
16,"37.5188446, 126.85368347",37.5188446,126.85368347
17,"37.48123169, 126.88148499",37.48123169,126.88148499
18,"37.48160172, 126.89279938",37.48160172,126.89279938
19,"37.48275375, 126.94140625",37.48275375,126.94140625
20,"37.48377991, 126.97792053",37.48377991,126.97792053
21,"37.49946976, 126.86840057",37.49946976,126.86840057
22,"37.48485947, 126.89518738",37.48485947,126.89518738
23,"37.4920311, 126.87377167",37.4920311,126.87377167
24,"37.48665237, 126.9678421",37.48665237,126.9678421
25,"37.58285522, 126.87982178",37.58285522,126.87982178
26,"37.48836136, 126.90622711",37.48836136,126.90622711
27,"37.48907852, 126.97356415",37.48907852,126.97356415
28,"37.57749557, 126.88777161",37.57749557,126.88777161
29,"37.4912262, 126.95607758",37.4912262,126.95607758
30,"37.49256516, 126.8947525",37.49256516,126.8947525
31,"37.49375916, 127.04589844",37.49375916,127.04589844
32,"37.56624603, 126.8961792",37.56624603,126.8961792
33,"37.57361984, 126.8980484",37.57361984,126.8980484
34,"37.53073502, 126.89916992",37.53073502,126.89916992
35,"37.53368759, 126.90210724",37.53368759,126.90210724
36,"37.49982834, 126.91994476",37.49982834,126.91994476
37,"37.53007889, 126.90570831",37.53007889,126.90570831
38,"37.5148735, 126.90758514",37.5148735,126.90758514
39,"37.57447815, 126.91004944",37.57447815,126.91004944
40,"37.50318909, 126.97714996",37.50318909,126.97714996
41,"37.52750778, 126.91429901",37.52750778,126.91429901
42,"37.60473633, 126.91533661",37.60473633,126.91533661
43,"37.50569153, 127.08403778",37.50569153,127.08403778
44,"37.50667191, 126.95777893",37.50667191,126.95777893
45,"37.62266922, 126.91999054",37.62266922,126.91999054
46,"37.50912094, 127.06230927",37.50912094,127.06230927
47,"37.58699417, 126.92288208",37.58699417,126.92288208
48,"37.51193619, 126.9541626",37.51193619,126.9541626
49,"37.51284409, 126.95246887",37.51284409,126.95246887
50,"37.51357651, 126.95555115",37.51357651,126.95555115
51,"37.51424789, 127.06111908",37.51424789,127.06111908
52,"37.51665878, 127.11625671",37.51665878,127.11625671
53,"37.63414001, 126.93234253",37.63414001,126.93234253
54,"37.51990891, 126.98923492",37.51990891,126.98923492
55,"37.54724503, 126.93502808",37.54724503,126.93502808
56,"37.52412033, 126.93654633",37.52412033,126.93654633
57,"37.52678299, 127.13557434",37.52678299,127.13557434
58,"37.52825165, 127.12680054",37.52825165,127.12680054
59,"37.55695343, 126.94634247",37.55695343,126.94634247
60,"37.5435791, 126.95132446",37.5435791,126.95132446
61,"37.54554749, 126.95679474",37.54554749,126.95679474
62,"37.57125854, 126.96047974",37.57125854,126.96047974
63,"37.53655624, 127.12553406",37.53655624,127.12553406
64,"37.53739929, 126.96892548",37.53739929,126.96892548
65,"37.53872681, 127.00154877",37.53872681,127.00154877
66,"37.54072952, 127.10290527",37.54072952,127.10290527
67,"37.54188538, 126.99586487",37.54188538,126.99586487
68,"37.54317856, 127.0490799",37.54317856,127.0490799
69,"37.5446701, 127.13267517",37.5446701,127.13267517
70,"37.54608917, 127.02507019",37.54608917,127.02507019
71,"37.54747009, 127.07396698",37.54747009,127.07396698
72,"37.54828644, 127.06208801",37.54828644,127.06208801
73,"37.54957581, 127.12718201",37.54957581,127.12718201
74,"37.55080032, 127.14295197",37.55080032,127.14295197
75,"37.55125046, 127.03510284",37.55125046,127.03510284
76,"37.55341721, 127.07319641",37.55341721,127.07319641
77,"37.55486679, 127.14279938",37.55486679,127.14279938
78,"37.55603027, 127.0786438",37.55603027,127.0786438
79,"37.56764984, 127.0118103",37.56764984,127.0118103
80,"37.60309601, 127.01350403",37.60309601,127.01350403
81,"37.56109619, 127.03679657",37.56109619,127.03679657
82,"37.56186676, 127.06437683",37.56186676,127.06437683
83,"37.61522293, 127.01850891",37.61522293,127.01850891
84,"37.565979, 127.04311371",37.565979,127.04311371
85,"37.5681839, 127.05127716",37.5681839,127.05127716
86,"37.57152557, 127.03535461",37.57152557,127.03535461
87,"37.57402802, 127.08054352",37.57402802,127.08054352
88,"37.57638168, 127.03511047",37.57638168,127.03511047
89,"37.65814972, 127.03266907",37.65814972,127.03266907
90,"37.58143234, 127.03547668",37.58143234,127.03547668
91,"37.58565521, 127.07505035",37.58565521,127.07505035
92,"37.58991241, 127.06867981",37.58991241,127.06867981
93,"37.59386826, 127.07652283",37.59386826,127.07652283
94,"37.59732056, 127.04380798",37.59732056,127.04380798
95,"37.60207748, 127.07958221",37.60207748,127.07958221
96,"37.60588074, 127.10063171",37.60588074,127.10063171
97,"37.61072159, 127.0774765",37.61072159,127.0774765
98,"37.61478424, 127.06700134",37.61478424,127.06700134
99,"37.61832047, 127.07563019",37.61832047,127.07563019
100,"37.62322235, 127.06702423",37.62322235,127.06702423
101,"37.63510895, 127.06832886",37.63510895,127.06832886
102,"37.64936066, 127.0704422",37.64936066,127.0704422
1,"37.56268311, 126.8162384",37.56268311,126.8162384
2,"37.54969406, 126.819664",37.54969406,126.819664
3,"37.4798317, 126.82275391",37.4798317,126.82275391
4,"37.53952026, 126.82540131",37.53952026,126.82540131
5,"37.55061722, 126.82688141",37.55061722,126.82688141
6,"37.57138062, 126.82833862",37.57138062,126.82833862
7,"37.532547, 126.83080292",37.532547,126.83080292
8,"37.56133652, 126.83390045",37.56133652,126.83390045
9,"37.54782104, 126.83612823",37.54782104,126.83612823
10,"37.53736115, 126.83744812",37.53736115,126.83744812
11,"37.56320572, 126.8393631",37.56320572,126.8393631
12,"37.53835678, 126.84236145",37.53835678,126.84236145
13,"37.5051384, 126.84433746",37.5051384,126.84433746
14,"37.52891922, 126.8480835",37.52891922,126.8480835
15,"37.55940247, 126.85044098",37.55940247,126.85044098
16,"37.49768448, 126.85372925",37.49768448,126.85372925
17,"37.49499512, 126.85825348",37.49499512,126.85825348
18,"37.54653168, 126.86254883",37.54653168,126.86254883
19,"37.53837585, 126.86383057",37.53837585,126.86383057
20,"37.52571487, 126.86486816",37.52571487,126.86486816
21,"37.53254318, 126.86872864",37.53254318,126.86872864
22,"37.53643036, 126.871521",37.53643036,126.871521
23,"37.49981308, 126.87431335",37.49981308,126.87431335
24,"37.5298996, 126.87654114",37.5298996,126.87654114
25,"37.50311661, 126.88038635",37.50311661,126.88038635
26,"37.54384232, 126.88254547",37.54384232,126.88254547
27,"37.58450317, 126.88559723",37.58450317,126.88559723
28,"37.52565002, 126.88781738",37.52565002,126.88781738
29,"37.49645615, 126.8895874",37.49645615,126.8895874
30,"37.5779953, 126.89147186",37.5779953,126.89147186
31,"37.49440384, 126.89444733",37.49440384,126.89444733
32,"37.52463531, 126.89621735",37.52463531,126.89621735
33,"37.51124191, 126.89818573",37.51124191,126.89818573
34,"37.50947571, 126.89929962",37.50947571,126.89929962
35,"37.56624603, 126.90218353",37.56624603,126.90218353
36,"37.53533936, 126.90367889",37.53533936,126.90367889
37,"37.52576828, 126.90573883",37.52576828,126.90573883
38,"37.59883881, 126.90764618",37.59883881,126.90764618
39,"37.51093292, 126.91022491",37.51093292,126.91022491
40,"37.551754, 126.91230011",37.551754,126.91230011
41,"37.51769257, 126.91429901",37.51769257,126.91429901
42,"37.59860611, 126.91540527",37.59860611,126.91540527
43,"37.52466583, 126.91802216",37.52466583,126.91802216
44,"37.63623428, 126.91899872",37.63623428,126.91899872
45,"37.60070038, 126.92012787",37.60070038,126.92012787
46,"37.51896286, 126.9216156",37.51896286,126.9216156
47,"37.60558319, 126.92293549",37.60558319,126.92293549
48,"37.53105545, 126.92420959",37.53105545,126.92420959
49,"37.52606583, 126.92553711",37.52606583,126.92553711
50,"37.52234268, 126.92710114",37.52234268,126.92710114
51,"37.55657578, 126.9288559",37.55657578,126.9288559
52,"37.51657104, 127.13153839",37.51657104,127.13153839
53,"37.5200882, 126.93236542",37.5200882,126.93236542
54,"37.5697403, 126.93332672",37.5697403,126.93332672
55,"37.58638763, 126.93512726",37.58638763,126.93512726
56,"37.58928299, 126.93694305",37.58928299,126.93694305
57,"37.54948425, 126.93894958",37.54948425,126.93894958
58,"37.55041122, 126.94384766",37.55041122,126.94384766
59,"37.58670044, 126.94676971",37.58670044,126.94676971
60,"37.54425049, 126.95163727",37.54425049,126.95163727
61,"37.60853958, 126.95713806",37.60853958,126.95713806
62,"37.57202911, 126.96078491",37.57202911,126.96078491
63,"37.56046295, 126.96552277",37.56046295,126.96552277
64,"37.55536652, 126.96864319",37.55536652,126.96864319
65,"37.57579422, 126.97145081",37.57579422,126.97145081
66,"37.60871887, 126.97286224",37.60871887,126.97286224
67,"37.57080841, 126.9764328",37.57080841,126.9764328
68,"37.54281616, 127.0446701",37.54281616,127.0446701
69,"37.54459, 127.05708313",37.54459,127.05708313
70,"37.54595184, 127.07800293",37.54595184,127.07800293
71,"37.54720306, 127.09786224",37.54720306,127.09786224
72,"37.54822159, 127.06787872",37.54822159,127.06787872
73,"37.54906082, 127.05779266",37.54906082,127.05779266
74,"37.55059814, 127.11051178",37.55059814,127.11051178
75,"37.58573532, 127.0016098",37.58573532,127.0016098
76,"37.55928802, 127.00268555",37.55928802,127.00268555
77,"37.570961, 127.00605774",37.570961,127.00605774
78,"37.56629944, 127.00849152",37.56629944,127.00849152
79,"37.55771255, 127.07727051",37.55771255,127.07727051
80,"37.55979538, 127.07420349",37.55979538,127.07420349
81,"37.57772446, 127.01525116",37.57772446,127.01525116
