Unnamed: 0,stationId,id,stationName,rackTotCnt,stationLatitude,stationLongitude,address_name,region_1depth_name,region_2depth_name,region_3depth_name,main_address_no,sub_address_no,username,areaid
428,ST-262,602,장안동 사거리,12,37.57217407,127.07138824,서울 동대문구 장안동 469-5,서울,동대문구,장안동,469.0,5.0,bike86,86
429,ST-264,604,답십리초등학교 옆 공원,17,37.56965637,127.05596161,서울 동대문구 답십리동 1005-2,서울,동대문구,답십리동,1005.0,2.0,bike86,86
430,ST-265,605,신설동역8번출구,10,37.57419968,127.02649689,서울 동대문구 신설동 92-34,서울,동대문구,신설동,92.0,34.0,bike87,87
431,ST-266,606,휘경공고앞,17,37.58462524,127.07028961,서울 동대문구 휘경동 49-327,서울,동대문구,휘경동,49.0,327.0,bike91,91
432,ST-267,607,신이문역 2번출구,12,37.60271072,127.06786346,서울 동대문구 이문동 186-1,서울,동대문구,이문동,186.0,1.0,bike95,95
433,ST-268,608,전농삼성아파트,12,37.58131027,127.05534363,서울 동대문구 전농동 155-1,서울,동대문구,전농동,155.0,1.0,bike90,90
434,ST-269,609,제기2교,22,37.58779144,127.03736115,서울 동대문구 제기동 122-388,서울,동대문구,제기동,122.0,388.0,bike91,91
435,ST-270,610,동대문중 교차로,12,37.57308578,127.05216217,서울 동대문구 답십리동 1005,서울,동대문구,답십리동,1005.0,,bike87,87
436,ST-271,612,시립동부병원 앞 사거리,22,37.57366562,127.03081512,서울 동대문구 용두동 237-10,서울,동대문구,용두동,237.0,10.0,bike87,87
437,ST-272,613,신설동역 10번출구 앞,12,37.57527161,127.02346802,서울 동대문구 신설동 92-34,서울,동대문구,신설동,92.0,34.0,bike86,86
438,ST-273,614,용두동 사거리,22,37.57768631,127.03101349,서울 동대문구 용두동 119-1,서울,동대문구,용두동,119.0,1.0,bike88,88
439,ST-274,615,용두동 래미안허브리츠아파트 앞,22,37.57638168,127.03511047,서울 동대문구 용두동 792,서울,동대문구,용두동,792.0,,bike88,88
440,ST-275,616,서울시립대 앞,22,37.58256149,127.05436707,서울 동대문구 전농동 135-24,서울,동대문구,전농동,135.0,24.0,bike90,90
441,ST-276,617,청솔우성아파트 앞,22,37.57420349,127.05769348,서울 동대문구 답십리동 94-8,서울,동대문구,답십리동,94.0,8.0,bike87,87
442,ST-389,621,동대문중학교 옆,15,37.57471848,127.0533905,서울 동대문구 전농동 307-7,서울,동대문구,전농동,307.0,7.0,bike87,87
443,ST-390,622,전농사거리 교통섬,17,37.57779312,127.05783081,서울 동대문구 전농동 295-61,서울,동대문구,전농동,295.0,61.0,bike89,89
444,ST-391,623,서울시립대 정문 앞,22,37.58369827,127.0538559,서울 동대문구 전농동 150-88,서울,동대문구,전농동,150.0,88.0,bike91,91
445,ST-392,624,전농동 동아아파트 앞,12,37.57418823,127.04589081,서울 동대문구 전농동 645-2,서울,동대문구,전농동,645.0,2.0,bike87,87
446,ST-393,625,답십리초등학교 앞(현대시장 옆),11,37.56819153,127.05717468,서울 동대문구 답십리동 266-1,서울,동대문구,답십리동,266.0,1.0,bike85,85
447,ST-394,626,군자교 서측 녹지대,12,37.56115341,127.07096863,서울 동대문구 장안동 480-11,서울,동대문구,장안동,480.0,11.0,bike81,81
448,ST-395,627,장안동삼거리 교통섬,12,37.57863235,127.07190704,서울 동대문구 장안동 469-2,서울,동대문구,장안동,469.0,2.0,bike89,89
449,ST-396,628,휘봉고등학교 앞,17,37.58681488,127.06754303,서울 동대문구 휘경동 43-176,서울,동대문구,휘경동,43.0,176.0,bike91,91
450,ST-397,630,동대문구 보건소,17,37.57485199,127.04030609,서울 동대문구 용두동 39-9,서울,동대문구,용두동,39.0,9.0,bike88,88
451,ST-398,631,답십리역 1번출구,17,37.5681839,127.05127716,서울 동대문구 답십리동 496-14,서울,동대문구,답십리동,496.0,14.0,bike85,85
452,ST-400,633,청량리 기업은행 앞,10,37.58040619,127.04482269,서울 동대문구 청량리동 819,서울,동대문구,청량리동,819.0,,bike90,90
453,ST-401,634,외국어대 정문 앞,22,37.59601974,127.05982971,서울 동대문구 이문동 284-4,서울,동대문구,이문동,284.0,4.0,bike94,94
454,ST-402,635,시조사 앞 (청량고정문 옆),14,37.58751678,127.05277252,서울 동대문구 청량리동 1-1,서울,동대문구,청량리동,1.0,1.0,bike92,92
455,ST-403,636,세종대왕기념관 교차로,11,37.59090042,127.04258728,서울 동대문구 청량리동 산 1-215,서울,동대문구,청량리동,1.0,215.0,bike92,92
456,ST-404,637,KAIST 경영대학 앞,12,37.59161377,127.04579163,서울 동대문구 청량리동 산 1-135,서울,동대문구,청량리동,1.0,135.0,bike92,92
457,ST-405,638,서울시립대 정보기술관,22,37.58300781,127.06097412,서울 동대문구 전농동 694,서울,동대문구,전농동,694.0,,bike90,90
458,ST-406,639,서울시립대 후문,16,37.58519745,127.06095123,서울 동대문구 전농동 694,서울,동대문구,전농동,694.0,,bike91,91
459,ST-407,640,KEB하나은행 청량리역지점,8,37.58245468,127.04449463,서울 동대문구 청량리동 819,서울,동대문구,청량리동,819.0,,bike90,90
460,ST-408,641,용두역 4번출구,12,37.57375336,127.03853607,서울 동대문구 용두동 34-7,서울,동대문구,용두동,34.0,7.0,bike87,87
461,ST-409,642,신답역 사거리,9,37.5701561,127.04858398,서울 동대문구 답십리동 549-2,서울,동대문구,답십리동,549.0,2.0,bike86,86
462,ST-410,643,동대문구민체육센터 (육교아래),12,37.56697083,127.07441711,서울 동대문구 장안동 473-6,서울,동대문구,장안동,473.0,6.0,bike84,84
463,ST-1298,646,장한평역 1번출구 (국민은행앞),12,37.56186676,127.06437683,서울 동대문구 장안동 469-10,서울,동대문구,장안동,469.0,10.0,bike82,82
464,ST-1299,647,신이문역 1번출구,12,37.60279846,127.06726837,서울 동대문구 이문동 220-401,서울,동대문구,이문동,220.0,401.0,bike95,95
465,ST-1300,648,장안동위더스빌옆,17,37.56669998,127.06242371,서울 동대문구 답십리동 436,서울,동대문구,답십리동,436.0,,bike84,84
466,ST-1302,650,중랑교사거리,22,37.59153366,127.06774139,서울 동대문구 휘경동 367-2,서울,동대문구,휘경동,367.0,2.0,bike92,92
467,ST-1447,652,답십리 래미안엘파인아파트 입구,22,37.57653046,127.06594086,서울 동대문구 전농동 6,서울,동대문구,전농동,6.0,,bike88,88
468,ST-1449,654,전농동 텃골공원,12,37.57762146,127.05210876,서울 동대문구 전농동 690-1,서울,동대문구,전농동,690.0,1.0,bike88,88
469,ST-1628,656,영휘원 교차로,12,37.58723831,127.0431366,서울 동대문구 청량리동 199-232,서울,동대문구,청량리동,199.0,232.0,bike91,91
470,ST-1629,657,동대문롯데캐슬아파트 앞,15,37.57575989,127.04837036,서울 동대문구 전농동 695-5,서울,동대문구,전농동,695.0,5.0,bike88,88
471,ST-1630,658,촬영소 사거리,12,37.57294846,127.06614685,서울 동대문구 답십리동 2-146,서울,동대문구,답십리동,2.0,146.0,bike86,86
472,ST-1631,659,제기역1번출구,17,37.57835007,127.03338623,서울 동대문구 제기동 1158-52,서울,동대문구,제기동,1158.0,52.0,bike89,89
473,ST-1632,660,동의보감타워,12,37.57799911,127.03762817,서울 동대문구 용두동 47-19,서울,동대문구,용두동,47.0,19.0,bike89,89
474,ST-1625,661,경희대학교 청운관,12,37.59460068,127.05196381,서울 동대문구 회기동 1-5,서울,동대문구,회기동,1.0,5.0,bike93,93
475,ST-1671,663,외대앞역 4번출구,12,37.59489059,127.06302643,서울 동대문구 휘경동 146-42,서울,동대문구,휘경동,146.0,42.0,bike93,93
476,ST-1758,664,서울시립대 대학본부,12,37.58412933,127.05793762,서울 동대문구 전농동 694,서울,동대문구,전농동,694.0,,bike91,91
477,ST-2265,665,이문동 쌍용아파트 정문,11,37.59960556,127.06864166,서울 동대문구 이문동 64,서울,동대문구,이문동,64.0,,bike95,95
478,ST-2266,666,이문대성유니드아파트 앞,20,37.60362244,127.0708313,서울 동대문구 이문동 46-21,서울,동대문구,이문동,46.0,21.0,bike95,95
479,ST-2267,667,청량차도 육교 밑,7,37.58659363,127.04699707,서울 동대문구 청량리동 57-31,서울,동대문구,청량리동,57.0,31.0,bike91,91
480,ST-2268,668,서울축산농협(장안지점),10,37.56799698,127.06877899,서울 동대문구 장안동 469-8,서울,동대문구,장안동,469.0,8.0,bike85,85
481,ST-2269,669,청계한신휴플러스앞 삼거리,10,37.57214737,127.04460907,서울 동대문구 답십리동 1002,서울,동대문구,답십리동,1002.0,,bike86,86
482,ST-2270,670,삼육서울병원 버스정류장,9,37.58968735,127.061409,서울 동대문구 휘경동 269-26,서울,동대문구,휘경동,269.0,26.0,bike92,92
483,ST-2271,671,대광빌딩,10,37.57734299,127.02337646,서울 동대문구 신설동 81-30,서울,동대문구,신설동,81.0,30.0,bike85,85
484,ST-2272,672,대광고등학교,17,37.57859039,127.02384949,서울 동대문구 신설동 397,서울,동대문구,신설동,397.0,,bike86,86
485,ST-2273,673,안암골벽산아파트(후문),10,37.58407974,127.03103638,서울 동대문구 제기동 153,서울,동대문구,제기동,153.0,,bike88,88
486,ST-2274,674,고대앞사거리 교통섬,15,37.58655167,127.03314209,서울 성북구 안암동5가 40-11,서울,성북구,안암동5가,40.0,11.0,bike89,89
487,ST-2275,675,성복교회 앞 (장평교 아래),10,37.5720253,127.07700348,서울 동대문구 장안동 481-3,서울,동대문구,장안동,481.0,3.0,bike86,86
488,ST-2276,676,FITI시험연구원 앞,9,37.58143234,127.03547668,서울 동대문구 제기동 891-2,서울,동대문구,제기동,891.0,2.0,bike90,90
489,ST-2277,677,청량리역 4번 5번출구 사이,20,37.5801506,127.04579926,서울 동대문구 전농동 620-67,서울,동대문구,전농동,620.0,67.0,bike89,89
490,ST-2278,678,장안힐스테이트(아) 앞,15,37.57655716,127.0743103,서울 동대문구 장안동 329-2,서울,동대문구,장안동,329.0,2.0,bike88,88
491,ST-2279,679,전농SK아파트 앞,10,37.57787704,127.06168365,서울 동대문구 전농동 42-24,서울,동대문구,전농동,42.0,24.0,bike89,89
492,ST-2280,680,꿈마루어린이도서관 앞,15,37.59238434,127.05741119,서울 동대문구 이문동 346-131,서울,동대문구,이문동,346.0,131.0,bike93,93
493,ST-2281,681,서울특별시 동부교육지원청(육교),15,37.5798378,127.0563736,서울 동대문구 전농동 188-7,서울,동대문구,전농동,188.0,7.0,bike89,89
494,ST-308,700,KB국민은행 염창역 지점 앞,22,37.5468483,126.87277222,서울 양천구 목동 513-4,서울,양천구,목동,513.0,4.0,bike23,23
495,ST-309,701,목동사거리 부근,10,37.53280258,126.86392975,서울 양천구 목동 792-4,서울,양천구,목동,792.0,4.0,bike20,20
496,ST-310,702,목4동주민센터 옆,18,37.53254318,126.86872864,서울 양천구 목동 904-5,서울,양천구,목동,904.0,5.0,bike21,21
497,ST-311,703,오목교역 7번출구 앞,14,37.52406311,126.87557983,서울 양천구 목동 451,서울,양천구,목동,451.0,,bike24,24
498,ST-312,704,남부법원검찰청 교차로,17,37.52325439,126.86490631,서울 양천구 신정동 1007-11,서울,양천구,신정동,1007.0,11.0,bike21,21
499,ST-313,706,신정네거리역,17,37.5218811,126.85175323,서울 양천구 신월동 894,서울,양천구,신월동,894.0,,bike16,16
500,ST-314,707,신정3동주민센터,12,37.51515579,126.85489655,서울 양천구 신정동 1263,서울,양천구,신정동,1263.0,,bike17,17
501,ST-315,708,서울출입국관리사무소 앞,18,37.51897049,126.8699646,서울 양천구 신정동 319-2,서울,양천구,신정동,319.0,2.0,bike22,22
502,ST-316,709,신정3동 현장민원실 앞,22,37.51158524,126.84156036,서울 양천구 신정동 1287-4,서울,양천구,신정동,1287.0,4.0,bike12,12
503,ST-317,710,금옥여고보도육교,10,37.50971222,126.84416962,서울 양천구 신정동 736-5,서울,양천구,신정동,736.0,5.0,bike13,13
504,ST-318,711,신일해피트리아파트 앞,22,37.51705933,126.84848785,서울 양천구 신월동 616,서울,양천구,신월동,616.0,,bike15,15
505,ST-319,712,강월초교입구 사거리,16,37.51699829,126.83831787,서울 양천구 신월동 994-3,서울,양천구,신월동,994.0,3.0,bike11,11
506,ST-320,713,양서중학교 옆,22,37.53304672,126.82995605,서울 양천구 신월동 169-4,서울,양천구,신월동,169.0,4.0,bike7,7
507,ST-321,714,한국SGI 양천문화회관 앞,12,37.532547,126.83080292,서울 양천구 신월동 790,서울,양천구,신월동,790.0,,bike7,7
508,ST-428,716,신정6동 주민센터 인근,17,37.51728058,126.86433411,서울 양천구 신정동 322-1,서울,양천구,신정동,322.0,1.0,bike20,20
509,ST-431,719,홍익병원앞 교차로,12,37.5303688,126.86425781,서울 양천구 목동 807-5,서울,양천구,목동,807.0,5.0,bike20,20
510,ST-432,720,서울강월초등학교 앞,12,37.5161972,126.8348999,서울 양천구 신월동 987-4,서울,양천구,신월동,987.0,4.0,bike9,9
511,ST-993,722,LG전자베스트샵 신정점 ,12,37.52143478,126.85738373,서울 양천구 신정동 1027-4,서울,양천구,신정동,1027.0,4.0,bike17,17
512,ST-994,723,SBS방송국,17,37.52916336,126.87274933,서울 양천구 목동 920,서울,양천구,목동,920.0,,bike23,23
513,ST-995,724,계남공원 입구 주출입구 좌측,17,37.51068115,126.85739899,서울 양천구 신정동 621,서울,양천구,신정동,621.0,,bike17,17
514,ST-996,725,양강중학교앞 교차로,17,37.52433395,126.85054779,서울 양천구 신월동 499-2,서울,양천구,신월동,499.0,2.0,bike16,16
515,ST-997,726,목동3단지 시내버스정류장,17,37.5343895,126.86959839,서울 양천구 목동 903-15,서울,양천구,목동,903.0,15.0,bike22,22
516,ST-1000,729,서부식자재마트 건너편,12,37.51037979,126.8667984,서울 양천구 신정동 276-4,서울,양천구,신정동,276.0,4.0,bike21,21
517,ST-1002,731,서울시 도로환경관리센터,12,37.5298996,126.87654114,서울 양천구 목동 917-6,서울,양천구,목동,917.0,6.0,bike24,24
518,ST-1003,732,신월동 이마트,12,37.53955078,126.82830048,서울 양천구 신월동 26,서울,양천구,신월동,26.0,,bike6,6
519,ST-1004,733,신정이펜하우스314동,12,37.51409912,126.83100128,서울 양천구 신정동 1316-1,서울,양천구,신정동,1316.0,1.0,bike8,8
520,ST-1005,734,신트리공원 입구,12,37.51395035,126.85605621,서울 양천구 신정동 310-7,서울,양천구,신정동,310.0,7.0,bike17,17
521,ST-1006,735,영도초등학교,12,37.53643036,126.871521,서울 양천구 목동 902-4,서울,양천구,목동,902.0,4.0,bike22,22
522,ST-1007,736,오솔길공원,12,37.52219009,126.83670044,서울 양천구 신월동 977,서울,양천구,신월동,977.0,,bike10,10
523,ST-1008,737,장수공원,12,37.52256012,126.84947968,서울 양천구 신월동 894,서울,양천구,신월동,894.0,,bike15,15
524,ST-1010,739,신월사거리,17,37.53620148,126.82779694,서울 양천구 신월동 49-28,서울,양천구,신월동,49.0,28.0,bike6,6
525,ST-1011,740,으뜸공원,12,37.53636932,126.83171082,서울 양천구 신월동 263,서울,양천구,신월동,263.0,,bike8,8
526,ST-1012,741,화곡로 입구 교차로,12,37.53952026,126.82540131,서울 양천구 신월동 36-1,서울,양천구,신월동,36.0,1.0,bike4,4
527,ST-1013,742,등촌역 5번 출구 뒤,12,37.55073166,126.86457825,서울 양천구 목동 606-3,서울,양천구,목동,606.0,3.0,bike20,20
528,ST-1014,743,현대6차아파트 101동 옆,12,37.50889969,126.84268188,서울 양천구 신정동 735-5,서울,양천구,신정동,735.0,5.0,bike13,13
529,ST-1015,744,신목동역 2번 출구,12,37.54384232,126.88254547,서울 양천구 목동 900-9,서울,양천구,목동,900.0,9.0,bike26,26
530,ST-1016,745,강서초등학교,12,37.52228165,126.83969879,서울 양천구 신월동 441,서울,양천구,신월동,441.0,,bike12,12
531,ST-1017,746,목동2단지 상가,12,37.53650284,126.87774658,서울 양천구 목동 902,서울,양천구,목동,902.0,,bike25,25
532,ST-1018,747,목동3단지 상가,12,37.53458023,126.8756485,서울 양천구 목동 903,서울,양천구,목동,903.0,,bike24,24
533,ST-1019,748,목동운동장,17,37.53025055,126.87930298,서울 양천구 목동 914,서울,양천구,목동,914.0,,bike25,25
534,ST-1350,749,이대 목동병원 앞,12,37.53722763,126.88661194,서울 양천구 목동 911-1,서울,양천구,목동,911.0,1.0,bike28,28
535,ST-1398,750,연의근린공원 건너편,12,37.51215744,126.83562469,서울 양천구 신정동 1280-1,서울,양천구,신정동,1280.0,1.0,bike9,9
536,ST-1400,752,성원2차 아파트,12,37.54218292,126.86330414,서울 양천구 목동 710-2,서울,양천구,목동,710.0,2.0,bike19,19
537,ST-1495,754,목동1단지아파트 118동 앞 (월촌초등학교 정류소 옆),12,37.54114151,126.87667847,서울 양천구 목동 901-3,서울,양천구,목동,901.0,3.0,bike25,25
538,ST-1496,755,목동1단지아파트 상가 앞 (월촌중학교 버스정류소 옆),12,37.5378685,126.88140869,서울 양천구 목동 901,서울,양천구,목동,901.0,,bike26,26
539,ST-1497,756,목동주차장,12,37.52667999,126.8761673,서울 양천구 목동 915,서울,양천구,목동,915.0,,bike24,24
540,ST-1498,757,신정이펜하우스 1단지아파트 입구 사거리,12,37.51427841,126.82874298,서울 양천구 신정동 1322-9,서울,양천구,신정동,1322.0,9.0,bike7,7
541,ST-1499,758,한사랑교회 앞,12,37.51472092,126.85919952,서울 양천구 신정동 324-13,서울,양천구,신정동,324.0,13.0,bike18,18
542,ST-1500,759,보아스아파트 앞,11,37.52407074,126.83860016,서울 양천구 신월동 422-7,서울,양천구,신월동,422.0,7.0,bike11,11
543,ST-1501,760,잣절보도육교 아래,12,37.50682068,126.84429932,서울 양천구 신정동 738,서울,양천구,신정동,738.0,,bike13,13
544,ST-1503,762,오목로 무중력지대 앞,12,37.52455139,126.87705231,서울 양천구 목동 404-256,서울,양천구,목동,404.0,256.0,bike25,25
545,ST-1504,763,목동11단지 아파트,12,37.51065826,126.85916138,서울 양천구 신정동 325,서울,양천구,신정동,325.0,,bike18,18
546,ST-1505,764,목동청소년수련관,32,37.53102875,126.87589264,서울 양천구 목동 918,서울,양천구,목동,918.0,,bike24,24
547,ST-1731,765,오목교역 3번출구,12,37.52477646,126.87548065,서울 양천구 목동 406-28,서울,양천구,목동,406.0,28.0,bike24,24
548,ST-1736,766,신목동역 3번출구,17,37.54433823,126.88327026,서울 양천구 목동 136-1,서울,양천구,목동,136.0,1.0,bike27,27
549,ST-1993,767,신정숲속마을아파트,10,37.50574493,126.83631134,서울 양천구 신정동 1324,서울,양천구,신정동,1324.0,,bike10,10
550,ST-1994,768,목동5단지아파트 501동,15,37.53566742,126.88158417,서울 양천구 목동 912,서울,양천구,목동,912.0,,bike26,26
551,ST-1995,769,CBS방송국 앞,20,37.52785492,126.87467194,서울 양천구 목동 917-2,서울,양천구,목동,917.0,2.0,bike24,24
552,ST-1996,770,목동역5번출구 교통정보센터 앞,10,37.52571487,126.86486816,서울 양천구 목동 927-10,서울,양천구,목동,927.0,10.0,bike20,20
553,ST-1997,771,목동아파트 703동 앞,8,37.52820587,126.87016296,서울 양천구 목동 925,서울,양천구,목동,925.0,,bike22,22
554,ST-1999,773,"염창역 3, 4번 출구 사이",10,37.54670715,126.87457275,서울 양천구 목동 514-5,서울,양천구,목동,514.0,5.0,bike24,24
555,ST-2000,774,등촌역 4번 출구 ,11,37.54950714,126.86721802,서울 양천구 목동 603-4,서울,양천구,목동,603.0,4.0,bike21,21
556,ST-2001,775,세종그랑시아 앞(102동),10,37.53837585,126.86383057,서울 양천구 목동 722-6,서울,양천구,목동,722.0,6.0,bike19,19
557,ST-2002,776,목마공원,15,37.53874207,126.88568115,서울 양천구 목동 910,서울,양천구,목동,910.0,,bike28,28
558,ST-2003,777,신월6차보람아파트 앞,10,37.53012848,126.83477783,서울 양천구 신월동 125,서울,양천구,신월동,125.0,,bike9,9
559,ST-2005,779,양천나눔누리센터,10,37.5188446,126.85368347,서울 양천구 신정동 1032-12,서울,양천구,신정동,1032.0,12.0,bike16,16
560,ST-2006,780,신정교 하부,15,37.51690674,126.87758636,서울 양천구 신정동 871-4,서울,양천구,신정동,871.0,4.0,bike25,25
561,ST-2007,781,신정보도육교 아래,10,37.51759338,126.8765564,서울 양천구 신정동 1278-2,서울,양천구,신정동,1278.0,2.0,bike25,25
562,ST-2008,782,서남병원 후문,20,37.51167297,126.83274078,서울 양천구 신정동 1320-7,서울,양천구,신정동,1320.0,7.0,bike8,8
563,ST-2011,785,"양천구청, 보건소 사잇길",15,37.51732635,126.86630249,서울 양천구 신정동 321-4,서울,양천구,신정동,321.0,4.0,bike21,21
564,ST-2012,786,목동아파트 8단지 상가동 앞,9,37.52043915,126.86840057,서울 양천구 신정동 314-7,서울,양천구,신정동,314.0,7.0,bike21,21
565,ST-2013,787,양천아파트 입구,10,37.50790405,126.86264801,서울 양천구 신정동 204-20,서울,양천구,신정동,204.0,20.0,bike19,19
566,ST-2014,788,양천구청역 2번출구 옆,15,37.51237869,126.86555481,서울 양천구 신정동 276,서울,양천구,신정동,276.0,,bike21,21
567,ST-2015,790,화곡고가 사거리,40,37.52760696,126.84875488,서울 양천구 신월동 455-5,서울,양천구,신월동,455.0,5.0,bike15,15
568,ST-2016,791,현대하이페리온,15,37.52490616,126.86978912,서울 양천구 목동 961,서울,양천구,목동,961.0,,bike22,22
569,ST-2017,792,목동트라팰리스 웨스턴에비뉴,20,37.52537155,126.8709259,서울 양천구 목동 962-1,서울,양천구,목동,962.0,1.0,bike22,22
570,ST-2039,793,목동5단지아파트 534동,15,37.53302002,126.87789917,서울 양천구 목동 913,서울,양천구,목동,913.0,,bike25,25
571,ST-2395,794,양천문화회관,10,37.51684189,126.86295319,서울 양천구 신정동 322,서울,양천구,신정동,322.0,,bike19,19
572,ST-2396,795,양천 해누리타운,10,37.51584244,126.86411285,서울 양천구 신정동 322-11,서울,양천구,신정동,322.0,11.0,bike20,20
573,ST-2397,796,목동아파트 14단지 B상가 앞,10,37.5146637,126.87194061,서울 양천구 신정동 330,서울,양천구,신정동,330.0,,bike23,23
574,ST-2398,797,목동아파트 1422동 1434동 사잇길,10,37.51515579,126.87248993,서울 양천구 신정동 332-2,서울,양천구,신정동,332.0,2.0,bike23,23
575,ST-322,800,목월공원 앞,17,37.53243256,126.95474243,서울 용산구 원효로3가 250-4,서울,용산구,원효로3가,250.0,4.0,bike60,60
576,ST-324,802,한강진역 2번 출구 앞,12,37.54115295,127.00221252,서울 용산구 한남동 727-56,서울,용산구,한남동,727.0,56.0,bike67,67
577,ST-325,803,한남초교 앞 보도육교,12,37.53813934,127.00409698,서울 용산구 한남동 725-28,서울,용산구,한남동,725.0,28.0,bike65,65
578,ST-326,805,문배어린이공원 앞,11,37.53675842,126.97000122,서울 용산구 문배동 34-10,서울,용산구,문배동,34.0,10.0,bike64,64
579,ST-327,806,전자랜드 본관 앞,22,37.5330658,126.96073151,서울 용산구 한강로3가 16-9,서울,용산구,한강로3가,16.0,9.0,bike61,61
580,ST-328,807,서울역 12번 출구 앞,12,37.55227661,126.97268677,서울 용산구 동자동 49-1,서울,용산구,동자동,49.0,1.0,bike66,66
581,ST-329,808,서빙고동 금호맨션 앞,12,37.520504,126.98973846,서울 용산구 서빙고동 235-86,서울,용산구,서빙고동,235.0,86.0,bike55,55
582,ST-330,809,한남 유수지 복개주차장,12,37.53016663,127.00743866,서울 용산구 한남동 522-44,서울,용산구,한남동,522.0,44.0,bike59,59
583,ST-331,810,이태원지하보도,12,37.53841019,126.98664856,서울 용산구 용산동2가 5,서울,용산구,용산동2가,5.0,,bike65,65
584,ST-332,811,녹사평역1번출구,22,37.53507996,126.98538208,서울 용산구 용산동2가 6-7,서울,용산구,용산동2가,6.0,7.0,bike62,62
585,ST-333,812,용산전쟁기념관,22,37.53483963,126.97766113,서울 용산구 용산동1가 8,서울,용산구,용산동1가,8.0,,bike62,62
586,ST-334,813,삼각지역 3번출구,22,37.53351212,126.97227478,서울 용산구 한강로1가 296-1,서울,용산구,한강로1가,296.0,1.0,bike61,61
587,ST-335,815,LIG강촌아파트 103동앞,22,37.51850891,126.97879791,서울 용산구 이촌동 403,서울,용산구,이촌동,403.0,,bike54,54
588,ST-435,816,신용산역 6번출구 앞,17,37.53014755,126.96848297,서울 용산구 한강로2가 312-4,서울,용산구,한강로2가,312.0,4.0,bike59,59
589,ST-436,817,삼각지역 4번출구 앞,11,37.53345108,126.97173309,서울 용산구 한강로1가 303-1,서울,용산구,한강로1가,303.0,1.0,bike61,61
590,ST-437,818,숙명여대 입구 교차로,17,37.54489517,126.96938324,서울 용산구 청파동2가 90-18,서울,용산구,청파동2가,90.0,18.0,bike65,65
591,ST-438,819,선린인터넷 고등학교,14,37.54165268,126.97050476,서울 용산구 청파동3가 80-8,서울,용산구,청파동3가,80.0,8.0,bike65,65
592,ST-439,820,청파동입구 교차로,12,37.54902649,126.97194672,서울 용산구 갈월동 5-77,서울,용산구,갈월동,5.0,77.0,bike66,66
593,ST-440,822,이촌1동 마을공원,12,37.52204132,126.96552277,서울 용산구 한강로3가 66-2,서울,용산구,한강로3가,66.0,2.0,bike56,56
594,ST-441,823,효창동주민센터 앞,12,37.54232025,126.96195984,서울 용산구 효창동 255-18,서울,용산구,효창동,255.0,18.0,bike63,63
595,ST-442,825,서빙고동 주민센터 앞,17,37.52033615,126.9942627,서울 용산구 서빙고동 152-1,서울,용산구,서빙고동,152.0,1.0,bike55,55
596,ST-946,826,서울역 서부교차로2,22,37.55536652,126.96864319,서울 용산구 서계동 217-2,서울,용산구,서계동,217.0,2.0,bike64,64
597,ST-1324,827,국군복지단,22,37.54188538,126.97966003,서울 용산구 용산동2가 2-12,서울,용산구,용산동2가,2.0,12.0,bike67,67
598,ST-1325,828,숙대입구역 8번,9,37.54407883,126.97200012,서울 용산구 갈월동 87,서울,용산구,갈월동,87.0,,bike66,66
599,ST-1326,829,베르가모앞,42,37.52293015,126.96169281,서울 용산구 한강로3가 40-1007,서울,용산구,한강로3가,40.0,1007.0,bike56,56
600,ST-1327,830,청암자이아파트앞,12,37.53442383,126.94857025,서울 용산구 원효로4가 178,서울,용산구,원효로4가,178.0,,bike60,60
601,ST-1328,831,이태원관광특구입구,17,37.53427887,126.98856354,서울 용산구 이태원동 34-114,서울,용산구,이태원동,34.0,114.0,bike61,61
602,ST-1339,832,이촌1동 주민센터 뒤,17,37.5212822,126.97346497,서울 용산구 이촌동 301-244,서울,용산구,이촌동,301.0,244.0,bike56,56
603,ST-1341,834,효창공원앞역 3번출구 뒤,17,37.53900909,126.96138,서울 용산구 용문동 5-137,서울,용산구,용문동,5.0,137.0,bike63,63
604,ST-1342,835,남영역 건너편,12,37.54198074,126.97154236,서울 용산구 갈월동 93-48,서울,용산구,갈월동,93.0,48.0,bike66,66
605,ST-1343,836,현대자동차서비스 앞,17,37.53142166,126.95149994,서울 용산구 원효로4가 118-54,서울,용산구,원효로4가,118.0,54.0,bike60,60
606,ST-1344,837,한남나들목 입구,12,37.52906036,127.00672913,서울 용산구 한남동 557-106,서울,용산구,한남동,557.0,106.0,bike59,59
607,ST-1376,838,숙대입구역 4번출구,10,37.5444603,126.97238922,서울 용산구 남영동 23,서울,용산구,남영동,23.0,,bike66,66
608,ST-1441,839,보광동 삼성리버빌아파트 앞,12,37.5240097,127.00144958,서울 용산구 보광동 151,서울,용산구,보광동,151.0,,bike57,57
609,ST-1442,840,용산 파크타워 앞,12,37.52365112,126.97026825,서울 용산구 용산동5가 24-3,서울,용산구,용산동5가,24.0,3.0,bike57,57
610,ST-1443,841,신용산역 1번 출구,17,37.52960968,126.96887207,서울 용산구 한강로2가 424-1,서울,용산구,한강로2가,424.0,1.0,bike59,59
611,ST-1445,843,녹사평역 광장,12,37.53379822,126.98867035,서울 용산구 이태원동 34-2,서울,용산구,이태원동,34.0,2.0,bike61,61
